country,date,movility_reduction,deaths,pop
Kazakhstan,2020-03-22,4.0,0,17377800
Kazakhstan,2020-03-23,17.0,0,17377800
Kazakhstan,2020-03-24,16.0,0,17377800
Kazakhstan,2020-03-25,16.0,0,17377800
Kazakhstan,2020-03-26,11.0,1,17377800
Kazakhstan,2020-03-27,12.0,1,17377800
Kazakhstan,2020-03-28,11.0,1,17377800
Kazakhstan,2020-03-29,9.0,1,17377800
Kazakhstan,2020-03-30,16.0,1,17377800
Kazakhstan,2020-03-31,16.0,2,17377800
Kazakhstan,2020-04-01,18.0,3,17377800
Kazakhstan,2020-04-02,20.0,3,17377800
Kazakhstan,2020-04-03,20.0,6,17377800
Kazakhstan,2020-04-04,15.0,5,17377800
Kazakhstan,2020-04-05,12.0,6,17377800
Kazakhstan,2020-04-06,19.0,6,17377800
Kazakhstan,2020-04-07,19.0,6,17377800
Kazakhstan,2020-04-08,19.0,7,17377800
Kazakhstan,2020-04-09,21.0,8,17377800
Kazakhstan,2020-04-10,21.0,10,17377800
Kazakhstan,2020-04-11,14.0,10,17377800
Kazakhstan,2020-04-12,11.0,10,17377800
Kazakhstan,2020-04-13,20.0,12,17377800
Kazakhstan,2020-04-14,19.0,14,17377800
Kazakhstan,2020-04-15,20.0,16,17377800
Kazakhstan,2020-04-16,20.0,17,17377800
Kazakhstan,2020-04-17,22.0,17,17377800
Kazakhstan,2020-04-18,16.0,17,17377800
Kazakhstan,2020-04-19,12.0,17,17377800
Kazakhstan,2020-04-20,20.0,19,17377800
Kazakhstan,2020-04-21,20.0,19,17377800
Kazakhstan,2020-04-22,19.0,19,17377800
Kazakhstan,2020-04-23,20.0,20,17377800
Kazakhstan,2020-04-24,22.0,25,17377800
Kazakhstan,2020-04-25,16.0,25,17377800
Kazakhstan,2020-04-26,12.0,25,17377800
Kazakhstan,2020-04-27,20.0,25,17377800
Kazakhstan,2020-04-28,18.0,25,17377800
Kazakhstan,2020-04-29,18.0,25,17377800
Kazakhstan,2020-04-30,18.0,25,17377800
Kazakhstan,2020-05-01,20.0,25,17377800
Kazakhstan,2020-05-02,12.0,25,17377800
Laos,2020-02-15,1.0,0,6693300
Laos,2020-02-16,2.0,0,6693300
Laos,2020-02-17,1.0,0,6693300
Laos,2020-02-18,1.0,0,6693300
Laos,2020-02-19,2.0,0,6693300
Laos,2020-02-20,1.0,0,6693300
Laos,2020-02-21,1.0,0,6693300
Laos,2020-02-22,3.0,0,6693300
Laos,2020-02-23,1.0,0,6693300
Laos,2020-02-24,1.0,0,6693300
Laos,2020-02-25,1.0,0,6693300
Laos,2020-02-26,1.0,0,6693300
Laos,2020-02-27,1.0,0,6693300
Laos,2020-02-28,0.0,0,6693300
Laos,2020-02-29,0.0,0,6693300
Laos,2020-03-01,1.0,0,6693300
Laos,2020-03-02,0.0,0,6693300
Laos,2020-03-03,0.0,0,6693300
Laos,2020-03-04,1.0,0,6693300
Laos,2020-03-05,0.0,0,6693300
Laos,2020-03-06,1.0,0,6693300
Laos,2020-03-07,1.0,0,6693300
Laos,2020-03-08,-1.0,0,6693300
Laos,2020-03-09,5.0,0,6693300
Laos,2020-03-10,0.0,0,6693300
Laos,2020-03-11,2.0,0,6693300
Laos,2020-03-12,1.0,0,6693300
Laos,2020-03-13,2.0,0,6693300
Laos,2020-03-14,3.0,0,6693300
Laos,2020-03-15,3.0,0,6693300
Laos,2020-03-16,2.0,0,6693300
Laos,2020-03-17,2.0,0,6693300
Laos,2020-03-18,4.0,0,6693300
Laos,2020-03-19,4.0,0,6693300
Laos,2020-03-20,6.0,0,6693300
Laos,2020-03-21,5.0,0,6693300
Laos,2020-03-22,6.0,0,6693300
Laos,2020-03-23,6.0,0,6693300
Laos,2020-03-24,6.0,0,6693300
Laos,2020-03-25,9.0,0,6693300
Laos,2020-03-26,9.0,0,6693300
Laos,2020-03-27,12.0,0,6693300
Laos,2020-03-28,11.0,0,6693300
Laos,2020-03-29,11.0,0,6693300
Laos,2020-03-30,13.0,0,6693300
Laos,2020-03-31,10.0,0,6693300
Laos,2020-04-01,16.0,0,6693300
Laos,2020-04-02,17.0,0,6693300
Laos,2020-04-03,20.0,0,6693300
Laos,2020-04-04,16.0,0,6693300
Laos,2020-04-05,15.0,0,6693300
Laos,2020-04-06,18.0,0,6693300
Laos,2020-04-07,17.0,0,6693300
Laos,2020-04-08,18.0,0,6693300
Laos,2020-04-09,19.0,0,6693300
Laos,2020-04-10,22.0,0,6693300
Laos,2020-04-11,17.0,0,6693300
Laos,2020-04-12,17.0,0,6693300
Laos,2020-04-13,20.0,0,6693300
Laos,2020-04-14,17.0,0,6693300
Laos,2020-04-15,19.0,0,6693300
Laos,2020-04-16,18.0,0,6693300
Laos,2020-04-17,22.0,0,6693300
Laos,2020-04-18,16.0,0,6693300
Laos,2020-04-19,15.0,0,6693300
Laos,2020-04-20,15.0,0,6693300
Laos,2020-04-21,14.0,0,6693300
Laos,2020-04-22,15.0,0,6693300
Laos,2020-04-23,13.0,0,6693300
Laos,2020-04-24,17.0,0,6693300
Laos,2020-04-25,13.0,0,6693300
Laos,2020-04-26,13.0,0,6693300
Laos,2020-04-27,14.0,0,6693300
Laos,2020-04-28,12.0,0,6693300
Laos,2020-04-29,13.0,0,6693300
Laos,2020-04-30,12.0,0,6693300
Laos,2020-05-01,17.0,0,6693300
Laos,2020-05-02,10.0,0,6693300
Lebanon,2020-02-15,-2.0,0,4104000
Lebanon,2020-02-16,0.0,0,4104000
Lebanon,2020-02-17,-1.0,0,4104000
Lebanon,2020-02-18,0.0,0,4104000
Lebanon,2020-02-19,-1.0,0,4104000
Lebanon,2020-02-20,-1.0,0,4104000
Lebanon,2020-02-21,0.0,0,4104000
Lebanon,2020-02-22,1.0,0,4104000
Lebanon,2020-02-23,1.0,0,4104000
Lebanon,2020-02-24,0.0,0,4104000
Lebanon,2020-02-25,1.0,0,4104000
Lebanon,2020-02-26,-1.0,0,4104000
Lebanon,2020-02-27,-1.0,0,4104000
Lebanon,2020-02-28,-2.0,0,4104000
Lebanon,2020-02-29,2.0,0,4104000
Lebanon,2020-03-01,0.0,0,4104000
Lebanon,2020-03-02,1.0,0,4104000
Lebanon,2020-03-03,1.0,0,4104000
Lebanon,2020-03-04,0.0,0,4104000
Lebanon,2020-03-05,0.0,0,4104000
Lebanon,2020-03-06,4.0,0,4104000
Lebanon,2020-03-07,1.0,0,4104000
Lebanon,2020-03-08,-1.0,0,4104000
Lebanon,2020-03-09,1.0,0,4104000
Lebanon,2020-03-10,3.0,1,4104000
Lebanon,2020-03-11,3.0,3,4104000
Lebanon,2020-03-12,7.0,3,4104000
Lebanon,2020-03-13,11.0,3,4104000
Lebanon,2020-03-14,10.0,3,4104000
Lebanon,2020-03-15,9.0,3,4104000
Lebanon,2020-03-16,14.0,3,4104000
Lebanon,2020-03-17,17.0,3,4104000
Lebanon,2020-03-18,18.0,3,4104000
Lebanon,2020-03-19,19.0,4,4104000
Lebanon,2020-03-20,21.0,4,4104000
Lebanon,2020-03-21,16.0,4,4104000
Lebanon,2020-03-22,16.0,4,4104000
Lebanon,2020-03-23,21.0,4,4104000
Lebanon,2020-03-24,21.0,4,4104000
Lebanon,2020-03-25,21.0,6,4104000
Lebanon,2020-03-26,20.0,6,4104000
Lebanon,2020-03-27,22.0,8,4104000
Lebanon,2020-03-28,19.0,8,4104000
Lebanon,2020-03-29,15.0,10,4104000
Lebanon,2020-03-30,19.0,11,4104000
Lebanon,2020-03-31,18.0,12,4104000
Lebanon,2020-04-01,19.0,14,4104000
Lebanon,2020-04-02,18.0,16,4104000
Lebanon,2020-04-03,20.0,17,4104000
Lebanon,2020-04-04,16.0,17,4104000
Lebanon,2020-04-05,13.0,18,4104000
Lebanon,2020-04-06,18.0,19,4104000
Lebanon,2020-04-07,18.0,19,4104000
Lebanon,2020-04-08,17.0,19,4104000
Lebanon,2020-04-09,18.0,19,4104000
Lebanon,2020-04-10,22.0,20,4104000
Lebanon,2020-04-11,16.0,20,4104000
Lebanon,2020-04-12,18.0,20,4104000
Lebanon,2020-04-13,17.0,20,4104000
Lebanon,2020-04-14,16.0,21,4104000
Lebanon,2020-04-15,16.0,21,4104000
Lebanon,2020-04-16,15.0,21,4104000
Lebanon,2020-04-17,19.0,21,4104000
Lebanon,2020-04-18,12.0,21,4104000
Lebanon,2020-04-19,14.0,21,4104000
Lebanon,2020-04-20,14.0,21,4104000
Lebanon,2020-04-21,14.0,21,4104000
Lebanon,2020-04-22,13.0,22,4104000
Lebanon,2020-04-23,13.0,22,4104000
Lebanon,2020-04-24,18.0,22,4104000
Lebanon,2020-04-25,16.0,24,4104000
Lebanon,2020-04-26,15.0,24,4104000
Lebanon,2020-04-27,14.0,24,4104000
Lebanon,2020-04-28,13.0,24,4104000
Lebanon,2020-04-29,14.0,24,4104000
Lebanon,2020-04-30,13.0,24,4104000
Lebanon,2020-05-01,16.0,24,4104000
Lebanon,2020-05-02,11.0,25,4104000
Liechtenstein,2020-02-15,,0,37132
Liechtenstein,2020-02-16,,0,37132
Liechtenstein,2020-02-17,,0,37132
Liechtenstein,2020-02-18,,0,37132
Liechtenstein,2020-02-19,,0,37132
Liechtenstein,2020-02-20,,0,37132
Liechtenstein,2020-02-21,,0,37132
Liechtenstein,2020-02-22,,0,37132
Liechtenstein,2020-02-23,,0,37132
Liechtenstein,2020-02-24,,0,37132
Liechtenstein,2020-02-25,,0,37132
Liechtenstein,2020-02-26,,0,37132
Liechtenstein,2020-02-27,,0,37132
Liechtenstein,2020-02-28,,0,37132
Liechtenstein,2020-02-29,,0,37132
Liechtenstein,2020-03-01,,0,37132
Liechtenstein,2020-03-02,,0,37132
Liechtenstein,2020-03-03,,0,37132
Liechtenstein,2020-03-04,,0,37132
Liechtenstein,2020-03-05,,0,37132
Liechtenstein,2020-03-06,,0,37132
Liechtenstein,2020-03-07,,0,37132
Liechtenstein,2020-03-08,,0,37132
Liechtenstein,2020-03-09,,0,37132
Liechtenstein,2020-03-10,,0,37132
Liechtenstein,2020-03-11,,0,37132
Liechtenstein,2020-03-12,,0,37132
Liechtenstein,2020-03-13,,0,37132
Liechtenstein,2020-03-14,,0,37132
Liechtenstein,2020-03-15,,0,37132
Liechtenstein,2020-03-16,,0,37132
Liechtenstein,2020-03-17,,0,37132
Liechtenstein,2020-03-18,,0,37132
Liechtenstein,2020-03-19,,0,37132
Liechtenstein,2020-03-20,,0,37132
Liechtenstein,2020-03-21,,0,37132
Liechtenstein,2020-03-22,,0,37132
Liechtenstein,2020-03-23,,0,37132
Liechtenstein,2020-03-24,,0,37132
Liechtenstein,2020-03-25,,0,37132
Liechtenstein,2020-03-26,,0,37132
Liechtenstein,2020-03-27,,0,37132
Liechtenstein,2020-03-28,,0,37132
Liechtenstein,2020-03-29,,0,37132
Liechtenstein,2020-03-30,,0,37132
Liechtenstein,2020-03-31,,0,37132
Liechtenstein,2020-04-01,,0,37132
Liechtenstein,2020-04-02,,0,37132
Liechtenstein,2020-04-03,,0,37132
Liechtenstein,2020-04-04,,1,37132
Liechtenstein,2020-04-05,,1,37132
Liechtenstein,2020-04-06,,1,37132
Liechtenstein,2020-04-07,,1,37132
Liechtenstein,2020-04-08,,1,37132
Liechtenstein,2020-04-09,,1,37132
Liechtenstein,2020-04-10,,1,37132
Liechtenstein,2020-04-11,,1,37132
Liechtenstein,2020-04-12,,1,37132
Liechtenstein,2020-04-13,,1,37132
Liechtenstein,2020-04-14,,1,37132
Liechtenstein,2020-04-15,,1,37132
Liechtenstein,2020-04-16,,1,37132
Liechtenstein,2020-04-17,,1,37132
Liechtenstein,2020-04-18,,1,37132
Liechtenstein,2020-04-19,,1,37132
Liechtenstein,2020-04-20,,1,37132
Liechtenstein,2020-04-21,,1,37132
Liechtenstein,2020-04-22,,1,37132
Liechtenstein,2020-04-23,,1,37132
Liechtenstein,2020-04-24,,1,37132
Liechtenstein,2020-04-25,,1,37132
Liechtenstein,2020-04-26,,1,37132
Liechtenstein,2020-04-27,,1,37132
Liechtenstein,2020-04-28,,1,37132
Liechtenstein,2020-04-29,,1,37132
Liechtenstein,2020-04-30,,1,37132
Liechtenstein,2020-05-01,,1,37132
Liechtenstein,2020-05-02,,1,37132
Sri Lanka,2020-02-15,1.0,0,20277597
Sri Lanka,2020-02-16,2.0,0,20277597
Sri Lanka,2020-02-17,2.0,0,20277597
Sri Lanka,2020-02-18,1.0,0,20277597
Sri Lanka,2020-02-19,1.0,0,20277597
Sri Lanka,2020-02-20,0.0,0,20277597
Sri Lanka,2020-02-21,7.0,0,20277597
Sri Lanka,2020-02-22,2.0,0,20277597
Sri Lanka,2020-02-23,1.0,0,20277597
Sri Lanka,2020-02-24,1.0,0,20277597
Sri Lanka,2020-02-25,1.0,0,20277597
Sri Lanka,2020-02-26,1.0,0,20277597
Sri Lanka,2020-02-27,1.0,0,20277597
Sri Lanka,2020-02-28,1.0,0,20277597
Sri Lanka,2020-02-29,0.0,0,20277597
Sri Lanka,2020-03-01,2.0,0,20277597
Sri Lanka,2020-03-02,2.0,0,20277597
Sri Lanka,2020-03-03,1.0,0,20277597
Sri Lanka,2020-03-04,2.0,0,20277597
Sri Lanka,2020-03-05,2.0,0,20277597
Sri Lanka,2020-03-06,1.0,0,20277597
Sri Lanka,2020-03-07,0.0,0,20277597
Sri Lanka,2020-03-08,0.0,0,20277597
Sri Lanka,2020-03-09,15.0,0,20277597
Sri Lanka,2020-03-10,-1.0,0,20277597
Sri Lanka,2020-03-11,0.0,0,20277597
Sri Lanka,2020-03-12,1.0,0,20277597
Sri Lanka,2020-03-13,5.0,0,20277597
Sri Lanka,2020-03-14,6.0,0,20277597
Sri Lanka,2020-03-15,9.0,0,20277597
Sri Lanka,2020-03-16,24.0,0,20277597
Sri Lanka,2020-03-17,18.0,0,20277597
Sri Lanka,2020-03-18,23.0,0,20277597
Sri Lanka,2020-03-19,25.0,0,20277597
Sri Lanka,2020-03-20,27.0,0,20277597
Sri Lanka,2020-03-21,40.0,0,20277597
Sri Lanka,2020-03-22,34.0,0,20277597
Sri Lanka,2020-03-23,43.0,0,20277597
Sri Lanka,2020-03-24,34.0,0,20277597
Sri Lanka,2020-03-25,45.0,0,20277597
Sri Lanka,2020-03-26,38.0,0,20277597
Sri Lanka,2020-03-27,45.0,0,20277597
Sri Lanka,2020-03-28,38.0,1,20277597
Sri Lanka,2020-03-29,32.0,1,20277597
Sri Lanka,2020-03-30,38.0,2,20277597
Sri Lanka,2020-03-31,42.0,2,20277597
Sri Lanka,2020-04-01,39.0,3,20277597
Sri Lanka,2020-04-02,45.0,4,20277597
Sri Lanka,2020-04-03,47.0,4,20277597
Sri Lanka,2020-04-04,37.0,5,20277597
Sri Lanka,2020-04-05,31.0,5,20277597
Sri Lanka,2020-04-06,38.0,5,20277597
Sri Lanka,2020-04-07,44.0,6,20277597
Sri Lanka,2020-04-08,42.0,7,20277597
Sri Lanka,2020-04-09,36.0,7,20277597
Sri Lanka,2020-04-10,46.0,7,20277597
Sri Lanka,2020-04-11,36.0,7,20277597
Sri Lanka,2020-04-12,30.0,7,20277597
Sri Lanka,2020-04-13,46.0,7,20277597
Sri Lanka,2020-04-14,44.0,7,20277597
Sri Lanka,2020-04-15,41.0,7,20277597
Sri Lanka,2020-04-16,35.0,7,20277597
Sri Lanka,2020-04-17,43.0,7,20277597
Sri Lanka,2020-04-18,33.0,7,20277597
Sri Lanka,2020-04-19,29.0,7,20277597
Sri Lanka,2020-04-20,33.0,7,20277597
Sri Lanka,2020-04-21,33.0,7,20277597
Sri Lanka,2020-04-22,33.0,7,20277597
Sri Lanka,2020-04-23,34.0,7,20277597
Sri Lanka,2020-04-24,35.0,7,20277597
Sri Lanka,2020-04-25,35.0,7,20277597
Sri Lanka,2020-04-26,30.0,7,20277597
Sri Lanka,2020-04-27,42.0,7,20277597
Sri Lanka,2020-04-28,32.0,7,20277597
Sri Lanka,2020-04-29,34.0,7,20277597
Sri Lanka,2020-04-30,34.0,7,20277597
Sri Lanka,2020-05-01,45.0,7,20277597
Sri Lanka,2020-05-02,35.0,7,20277597
Lithuania,2020-02-15,-1.0,0,2927310
Lithuania,2020-02-16,-2.0,0,2927310
Lithuania,2020-02-17,3.0,0,2927310
Lithuania,2020-02-18,3.0,0,2927310
Lithuania,2020-02-19,2.0,0,2927310
Lithuania,2020-02-20,2.0,0,2927310
Lithuania,2020-02-21,3.0,0,2927310
Lithuania,2020-02-22,0.0,0,2927310
Lithuania,2020-02-23,-1.0,0,2927310
Lithuania,2020-02-24,0.0,0,2927310
Lithuania,2020-02-25,0.0,0,2927310
Lithuania,2020-02-26,0.0,0,2927310
Lithuania,2020-02-27,1.0,0,2927310
Lithuania,2020-02-28,1.0,0,2927310
Lithuania,2020-02-29,1.0,0,2927310
Lithuania,2020-03-01,0.0,0,2927310
Lithuania,2020-03-02,1.0,0,2927310
Lithuania,2020-03-03,0.0,0,2927310
Lithuania,2020-03-04,1.0,0,2927310
Lithuania,2020-03-05,0.0,0,2927310
Lithuania,2020-03-06,-1.0,0,2927310
Lithuania,2020-03-07,0.0,0,2927310
Lithuania,2020-03-08,-2.0,0,2927310
Lithuania,2020-03-09,0.0,0,2927310
Lithuania,2020-03-10,-2.0,0,2927310
Lithuania,2020-03-11,20.0,0,2927310
Lithuania,2020-03-12,1.0,0,2927310
Lithuania,2020-03-13,7.0,0,2927310
Lithuania,2020-03-14,6.0,0,2927310
Lithuania,2020-03-15,2.0,0,2927310
Lithuania,2020-03-16,15.0,0,2927310
Lithuania,2020-03-17,17.0,0,2927310
Lithuania,2020-03-18,19.0,0,2927310
Lithuania,2020-03-19,19.0,0,2927310
Lithuania,2020-03-20,21.0,0,2927310
Lithuania,2020-03-21,13.0,1,2927310
Lithuania,2020-03-22,10.0,1,2927310
Lithuania,2020-03-23,20.0,1,2927310
Lithuania,2020-03-24,21.0,2,2927310
Lithuania,2020-03-25,21.0,4,2927310
Lithuania,2020-03-26,21.0,4,2927310
Lithuania,2020-03-27,22.0,5,2927310
Lithuania,2020-03-28,9.0,7,2927310
Lithuania,2020-03-29,11.0,7,2927310
Lithuania,2020-03-30,22.0,7,2927310
Lithuania,2020-03-31,22.0,8,2927310
Lithuania,2020-04-01,23.0,8,2927310
Lithuania,2020-04-02,24.0,9,2927310
Lithuania,2020-04-03,24.0,9,2927310
Lithuania,2020-04-04,13.0,11,2927310
Lithuania,2020-04-05,8.0,13,2927310
Lithuania,2020-04-06,19.0,15,2927310
Lithuania,2020-04-07,18.0,15,2927310
Lithuania,2020-04-08,18.0,15,2927310
Lithuania,2020-04-09,19.0,16,2927310
Lithuania,2020-04-10,21.0,22,2927310
Lithuania,2020-04-11,16.0,23,2927310
Lithuania,2020-04-12,14.0,23,2927310
Lithuania,2020-04-13,32.0,24,2927310
Lithuania,2020-04-14,21.0,29,2927310
Lithuania,2020-04-15,22.0,30,2927310
Lithuania,2020-04-16,22.0,32,2927310
Lithuania,2020-04-17,21.0,33,2927310
Lithuania,2020-04-18,9.0,33,2927310
Lithuania,2020-04-19,8.0,35,2927310
Lithuania,2020-04-20,19.0,37,2927310
Lithuania,2020-04-21,17.0,38,2927310
Lithuania,2020-04-22,16.0,38,2927310
Lithuania,2020-04-23,16.0,40,2927310
Lithuania,2020-04-24,16.0,40,2927310
Lithuania,2020-04-25,5.0,41,2927310
Lithuania,2020-04-26,4.0,41,2927310
Lithuania,2020-04-27,15.0,41,2927310
Lithuania,2020-04-28,14.0,44,2927310
Lithuania,2020-04-29,16.0,45,2927310
Lithuania,2020-04-30,12.0,45,2927310
Lithuania,2020-05-01,18.0,45,2927310
Lithuania,2020-05-02,5.0,46,2927310
Luxembourg,2020-02-15,-2.0,0,549700
Luxembourg,2020-02-16,-1.0,0,549700
Luxembourg,2020-02-17,4.0,0,549700
Luxembourg,2020-02-18,3.0,0,549700
Luxembourg,2020-02-19,3.0,0,549700
Luxembourg,2020-02-20,3.0,0,549700
Luxembourg,2020-02-21,4.0,0,549700
Luxembourg,2020-02-22,-1.0,0,549700
Luxembourg,2020-02-23,0.0,0,549700
Luxembourg,2020-02-24,2.0,0,549700
Luxembourg,2020-02-25,1.0,0,549700
Luxembourg,2020-02-26,1.0,0,549700
Luxembourg,2020-02-27,3.0,0,549700
Luxembourg,2020-02-28,1.0,0,549700
Luxembourg,2020-02-29,1.0,0,549700
Luxembourg,2020-03-01,0.0,0,549700
Luxembourg,2020-03-02,1.0,0,549700
Luxembourg,2020-03-03,0.0,0,549700
Luxembourg,2020-03-04,1.0,0,549700
Luxembourg,2020-03-05,1.0,0,549700
Luxembourg,2020-03-06,1.0,0,549700
Luxembourg,2020-03-07,0.0,0,549700
Luxembourg,2020-03-08,1.0,0,549700
Luxembourg,2020-03-09,2.0,0,549700
Luxembourg,2020-03-10,2.0,0,549700
Luxembourg,2020-03-11,2.0,0,549700
Luxembourg,2020-03-12,2.0,0,549700
Luxembourg,2020-03-13,6.0,0,549700
Luxembourg,2020-03-14,8.0,1,549700
Luxembourg,2020-03-15,5.0,1,549700
Luxembourg,2020-03-16,19.0,1,549700
Luxembourg,2020-03-17,22.0,1,549700
Luxembourg,2020-03-18,28.0,2,549700
Luxembourg,2020-03-19,31.0,4,549700
Luxembourg,2020-03-20,37.0,4,549700
Luxembourg,2020-03-21,25.0,8,549700
Luxembourg,2020-03-22,,8,549700
Luxembourg,2020-03-23,35.0,8,549700
Luxembourg,2020-03-24,35.0,8,549700
Luxembourg,2020-03-25,36.0,8,549700
Luxembourg,2020-03-26,36.0,9,549700
Luxembourg,2020-03-27,39.0,15,549700
Luxembourg,2020-03-28,23.0,18,549700
Luxembourg,2020-03-29,,21,549700
Luxembourg,2020-03-30,35.0,22,549700
Luxembourg,2020-03-31,34.0,23,549700
Luxembourg,2020-04-01,35.0,29,549700
Luxembourg,2020-04-02,35.0,30,549700
Luxembourg,2020-04-03,40.0,31,549700
Luxembourg,2020-04-04,23.0,31,549700
Luxembourg,2020-04-05,15.0,36,549700
Luxembourg,2020-04-06,34.0,41,549700
Luxembourg,2020-04-07,33.0,44,549700
Luxembourg,2020-04-08,34.0,46,549700
Luxembourg,2020-04-09,33.0,52,549700
Luxembourg,2020-04-10,38.0,54,549700
Luxembourg,2020-04-11,22.0,62,549700
Luxembourg,2020-04-12,15.0,66,549700
Luxembourg,2020-04-13,41.0,69,549700
Luxembourg,2020-04-14,32.0,67,549700
Luxembourg,2020-04-15,34.0,69,549700
Luxembourg,2020-04-16,33.0,69,549700
Luxembourg,2020-04-17,37.0,72,549700
Luxembourg,2020-04-18,22.0,72,549700
Luxembourg,2020-04-19,14.0,73,549700
Luxembourg,2020-04-20,29.0,75,549700
Luxembourg,2020-04-21,29.0,78,549700
Luxembourg,2020-04-22,29.0,80,549700
Luxembourg,2020-04-23,28.0,83,549700
Luxembourg,2020-04-24,32.0,85,549700
Luxembourg,2020-04-25,18.0,85,549700
Luxembourg,2020-04-26,12.0,88,549700
Luxembourg,2020-04-27,27.0,88,549700
Luxembourg,2020-04-28,26.0,89,549700
Luxembourg,2020-04-29,28.0,89,549700
Luxembourg,2020-04-30,27.0,90,549700
Luxembourg,2020-05-01,44.0,92,549700
Luxembourg,2020-05-02,19.0,92,549700
Latvia,2020-02-15,-1.0,0,1991800
Latvia,2020-02-16,-1.0,0,1991800
Latvia,2020-02-17,1.0,0,1991800
Latvia,2020-02-18,0.0,0,1991800
Latvia,2020-02-19,0.0,0,1991800
Latvia,2020-02-20,0.0,0,1991800
Latvia,2020-02-21,0.0,0,1991800
Latvia,2020-02-22,1.0,0,1991800
Latvia,2020-02-23,-1.0,0,1991800
Latvia,2020-02-24,1.0,0,1991800
Latvia,2020-02-25,0.0,0,1991800
Latvia,2020-02-26,0.0,0,1991800
Latvia,2020-02-27,1.0,0,1991800
Latvia,2020-02-28,0.0,0,1991800
Latvia,2020-02-29,0.0,0,1991800
Latvia,2020-03-01,-1.0,0,1991800
Latvia,2020-03-02,1.0,0,1991800
Latvia,2020-03-03,0.0,0,1991800
Latvia,2020-03-04,1.0,0,1991800
Latvia,2020-03-05,0.0,0,1991800
Latvia,2020-03-06,-1.0,0,1991800
Latvia,2020-03-07,-1.0,0,1991800
Latvia,2020-03-08,-4.0,0,1991800
Latvia,2020-03-09,1.0,0,1991800
Latvia,2020-03-10,0.0,0,1991800
Latvia,2020-03-11,1.0,0,1991800
Latvia,2020-03-12,1.0,0,1991800
Latvia,2020-03-13,7.0,0,1991800
Latvia,2020-03-14,6.0,0,1991800
Latvia,2020-03-15,2.0,0,1991800
Latvia,2020-03-16,12.0,0,1991800
Latvia,2020-03-17,12.0,0,1991800
Latvia,2020-03-18,14.0,0,1991800
Latvia,2020-03-19,14.0,0,1991800
Latvia,2020-03-20,15.0,0,1991800
Latvia,2020-03-21,8.0,0,1991800
Latvia,2020-03-22,5.0,0,1991800
Latvia,2020-03-23,15.0,0,1991800
Latvia,2020-03-24,15.0,0,1991800
Latvia,2020-03-25,14.0,0,1991800
Latvia,2020-03-26,15.0,0,1991800
Latvia,2020-03-27,15.0,0,1991800
Latvia,2020-03-28,4.0,0,1991800
Latvia,2020-03-29,7.0,0,1991800
Latvia,2020-03-30,16.0,0,1991800
Latvia,2020-03-31,16.0,0,1991800
Latvia,2020-04-01,17.0,0,1991800
Latvia,2020-04-02,18.0,0,1991800
Latvia,2020-04-03,18.0,1,1991800
Latvia,2020-04-04,9.0,1,1991800
Latvia,2020-04-05,4.0,1,1991800
Latvia,2020-04-06,14.0,1,1991800
Latvia,2020-04-07,12.0,2,1991800
Latvia,2020-04-08,12.0,2,1991800
Latvia,2020-04-09,14.0,3,1991800
Latvia,2020-04-10,23.0,3,1991800
Latvia,2020-04-11,7.0,3,1991800
Latvia,2020-04-12,7.0,5,1991800
Latvia,2020-04-13,26.0,5,1991800
Latvia,2020-04-14,16.0,5,1991800
Latvia,2020-04-15,16.0,5,1991800
Latvia,2020-04-16,17.0,5,1991800
Latvia,2020-04-17,16.0,5,1991800
Latvia,2020-04-18,7.0,5,1991800
Latvia,2020-04-19,4.0,5,1991800
Latvia,2020-04-20,14.0,5,1991800
Latvia,2020-04-21,12.0,9,1991800
Latvia,2020-04-22,11.0,11,1991800
Latvia,2020-04-23,12.0,11,1991800
Latvia,2020-04-24,13.0,12,1991800
Latvia,2020-04-25,4.0,12,1991800
Latvia,2020-04-26,3.0,12,1991800
Latvia,2020-04-27,13.0,13,1991800
Latvia,2020-04-28,11.0,13,1991800
Latvia,2020-04-29,12.0,15,1991800
Latvia,2020-04-30,10.0,15,1991800
Latvia,2020-05-01,17.0,16,1991800
Latvia,2020-05-02,6.0,16,1991800
Libya,2020-02-15,0.0,0,6253000
Libya,2020-02-16,3.0,0,6253000
Libya,2020-02-17,4.0,0,6253000
Libya,2020-02-18,1.0,0,6253000
Libya,2020-02-19,-1.0,0,6253000
Libya,2020-02-20,1.0,0,6253000
Libya,2020-02-21,1.0,0,6253000
Libya,2020-02-22,0.0,0,6253000
Libya,2020-02-23,0.0,0,6253000
Libya,2020-02-24,-1.0,0,6253000
Libya,2020-02-25,0.0,0,6253000
Libya,2020-02-26,0.0,0,6253000
Libya,2020-02-27,1.0,0,6253000
Libya,2020-02-28,0.0,0,6253000
Libya,2020-02-29,0.0,0,6253000
Libya,2020-03-01,1.0,0,6253000
Libya,2020-03-02,-1.0,0,6253000
Libya,2020-03-03,0.0,0,6253000
Libya,2020-03-04,1.0,0,6253000
Libya,2020-03-05,1.0,0,6253000
Libya,2020-03-06,0.0,0,6253000
Libya,2020-03-07,-1.0,0,6253000
Libya,2020-03-08,-1.0,0,6253000
Libya,2020-03-09,-2.0,0,6253000
Libya,2020-03-10,-1.0,0,6253000
Libya,2020-03-11,-1.0,0,6253000
Libya,2020-03-12,0.0,0,6253000
